block_number,tx_hash,log_index,marketId,oracle,feeBips,data
74991779,0x1cb3b2f5f6f40186b980072ad8fb80cc77c79559c24764064f1a3bc741f6b2e6,4,0xbe49a72bdcd224b5bdbab67bafb06c5f8e6f985c3a4da1169d7b51be53c29800,0x71523d0f655b41e805cec45b17163f528b59b820,0,0x000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000002c87469746c653a20426974636f696e205072696365202d204175677573742031302c2035504d2045542c206465736372697074696f6e3a2054686973206d61726b65742077696c6c207265736f6c7665206163636f7264696e6720746f207468652066696e616c2022436c6f736522207072696365206f66207468652042696e616e63652031206d696e7574652063616e646c6520666f72204254432f55534454206f6e207468652074696d6520616e6420646174652073706563696669656420696e20746865207469746c652e204f74686572776973652c2074686973206d61726b65742077696c6c207265736f6c766520746f20224e6f222e0a0a546865207265736f6c7574696f6e20736f7572636520666f722074686973206d61726b65742069732042696e616e63652c207370656369666963616c6c7920746865204254432f555344542022436c6f736522207072696365732063757272656e746c7920617661696c61626c652061742068747470733a2f2f7777772e62696e616e63652e636f6d2f656e2f74726164652f4254435f5553445420776974682022316d2220616e64202243616e646c6573222073656c6563746564206f6e2074686520746f70206261722e0a0a496620746865207265706f727465642076616c75652066616c6c732065786163746c79206265747765656e2074776f20627261636b6574732c207468656e2074686973206d61726b65742077696c6c207265736f6c766520746f20746865206869676865722072616e676520627261636b65742e0a0a506c65617365206e6f746520746861742074686973206d61726b65742069732061626f757420746865207072696365206163636f7264696e6720746f2042696e616e6365204254432f555344542c206e6f74206163636f7264696e6720746f206f7468657220736f7572636573206f722073706f74206d61726b6574732c2069643a203336393731000000000000000000000000000000000000000000000000
74991864,0xa4d1a13c1d0c6a3caa3dd70882a3688ab8e604a82abcb7d21e2bf0c96f6dd7ec,5,0x5d56f6eb654c23fb48e0bc80259a3c9b3d3326f92a3b6436443fa9c45cfbb600,0x71523d0f655b41e805cec45b17163f528b59b820,0,0x000000000000000000000000000000000000000000000000000000000000004000000000000000000000000000000000000000000000000000000000000002ca7469746c653a20457468657265756d205072696365202d204175677573742031302c2035504d2045542c206465736372697074696f6e3a2054686973206d61726b65742077696c6c207265736f6c7665206163636f7264696e6720746f207468652066696e616c2022436c6f736522207072696365206f66207468652042696e616e63652031206d696e7574652063616e646c6520666f72204554482f55534454206f6e207468652074696d6520616e6420646174652073706563696669656420696e20746865207469746c652e204f74686572776973652c2074686973206d61726b65742077696c6c207265736f6c766520746f20224e6f222e0a0a546865207265736f6c7574696f6e20736f7572636520666f722074686973206d61726b65742069732042696e616e63652c207370656369666963616c6c7920746865204554482f555344542022436c6f736522207072696365732063757272656e746c7920617661696c61626c652061742068747470733a2f2f7777772e62696e616e63652e636f6d2f656e2f74726164652f4554485f5553445420776974682022316d2220616e64202243616e646c6573222073656c6563746564206f6e2074686520746f70206261722e0a0a496620746865207265706f727465642076616c75652066616c6c732065786163746c79206265747765656e2074776f20627261636b6574732c207468656e2074686973206d61726b65742077696c6c207265736f6c766520746f20746865206869676865722072616e676520627261636b65742e0a0a506c65617365206e6f746520746861742074686973206d61726b65742069732061626f757420746865207072696365206163636f7264696e6720746f2042696e616e6365204554482f555344542c206e6f74206163636f7264696e6720746f206f7468657220736f7572636573206f722073706f74206d61726b6574732e2c2069643a20333639373200000000000000000000000000000000000000000000
