block_number,tx_hash,log_index,exchange,takerOrderHash,takerOrderMaker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled
74999245,0x18ebab27d2a3fd95795525e30410a793b9c3d55162e80c37d6c568e55ea93f65,392,CTFExchange,0x7194c972ce4555d19f0b8591e7b78470d152cf42151564bbf875aadbf59b0022,0x476b0f069dc03644d1006ac912deb781d7b68a58,19152636710558662203097126617881446350059641033591762095280228156055118604664,0,155000000,154845000
74999246,0x09613c7701903a36d0ca9ddbea164668c04a134714d025e101da07c2c8e6b536,387,CTFExchange,0x7611e57a544d06064c5fe7e9a1b879ff9e5b3e9e4cc05afed78bc05da4d1410e,0x9f04802473835cabafb6816364de6f30a83083fb,0,72213402545998769711123636766651921655153165755936317649722665600548281920234,28800000,40000000
74999246,0x0e47903fd1587dd1898758729d1b5d45c72ae57e9a7de237100ce7a2936db4fa,401,CTFExchange,0x8f6ca4975ae88f8e42a323ead92b061615d7ecc2025d7477a961143cac46b655,0xc6e2f4259e4c6e4da9007fa7175f0d8a2a7611d1,0,30905908239733245520392340453321123988404577261006762015926171513250944838497,2999999,5555554
74999247,0xb08688fb3fbef5c447e7792c2d0fa3e577d3f3197b4710f14ea04922edc71186,366,CTFExchange,0x8fada5090f4378ecc317777d4f9e7af955e193ac971f03cfd1725e775acfb03d,0x84fee50c947fbc7ae1c1698ddf9ef41470a770a6,0,72213402545998769711123636766651921655153165755936317649722665600548281920234,3950000,5000000
74999248,0x1ede4e1d201e7d7135126312de7859f343534cf3f834a7cb695c34c14a69fe58,866,CTFExchange,0x87482d8edc68dbd9187c895c2ca08e18418ad3a9045ce01416ac32f67dfdd0e1,0xc57767411f7745ee509be96d6d055aac84b0adaa,0,39733350570073390607895543627107713991221979681751622829645631873567088431499,999999,1081080
74999248,0x3017981d997d792745c1020e3a70d1ef6ee1c8aa444bf68de836e99b341f2653,900,CTFExchange,0x1e753673b4505ec135de9853b47383bd4c898ca476ab6ce6e161346beb1fed97,0x0ecddee63b05197e62f348b2cce179ee66982637,0,20985429954197569958698305130803370735196249847480391235068580072284758773693,14439999,29469386
74999248,0x77d3573cf9b9229a1c1daf8b67fed52229de4521ee9bbcb0eb0a3b2d75be69f9,914,CTFExchange,0xb0067f66faebf8986c06cc62d9812cd184cdabcb894c30c2ef703f9eb6623814,0xe69b14bc8bc3406f623af55414103cbb5a51093d,0,54737558260404525405572384430471789437147374222311043010492297174036867780816,4999999,11904760
74999250,0x7f4245bf60160c890131771bbd088e9138648eb762865c91480ba61e9f392b96,601,CTFExchange,0x514190177fd51a402c6e8f9efb4fa09d71586557f28dba9bac7068e02443cae4,0x9afd4a4cd2aa44732181158488ec568ecc443028,7659113957645435331793395348651019347992140060112549913674526827882486277159,0,89990000,44095100
74999251,0xde7ce7c2db9aba3bb94fb8a1f56933a30d0eb531e3a8203d4f999593408f1060,330,CTFExchange,0xebd2372627db97b1362582b95400fe77907dd30e6e75d6632a69a6f3e9046746,0xcfdb8b11adf8e3ca25743a17c011e7e51e27ec0d,0,26475780273413317413908770085504830592639385368759518187227870779865628171776,4999999,9803920
74999251,0x967d215bfa2c52f98335e04f47b7434b95e1809bd880e02ec2d605578e74b416,343,CTFExchange,0xb9e1fe793b45fdc076e1deaa071779a3dc53312194139c0cd10280b1106d2536,0xe64fefc3552125df3480e3c20fb55aaafb607d13,72213402545998769711123636766651921655153165755936317649722665600548281920234,0,6880000,4836300
