block_number,tx_hash,log_index,stakeholder,marketId,indexSet,amount
74998231,0x63f555dca3d5acdd7e39ff0434bbf73dd8877fc4def9922479284a5eb5ff6973,539,0xe4cfbb89c05d3429280c69969aee2cfb7a4678c4,0x154aa7d4f4e5e7dee1604ca6f88c0964a5f0e7f13ec9ffd896b9e12a47a26d00,127,70000000
74998278,0x6bf3ce61825a373361b2172cba8f6962902e711ab9a8161bdf0f26882cef122c,1310,0xe3726a1b9c6ba2f06585d1c9e01d00afaedaeb38,0x82019eec7b2108abd06e541f87ead79768e91b9a500dfc0853b15f0d42eda800,16,450000000
74998283,0x855b72ec2dc8926031f95fb8d662f386bc08ecf508b1970319ad764613f68e9f,84,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0x82019eec7b2108abd06e541f87ead79768e91b9a500dfc0853b15f0d42eda800,26,1077770000
74998287,0x216a5a1b8155594c68c09f21b4a3f447487b90b6d443a0245dff17054241e205,71,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0x82019eec7b2108abd06e541f87ead79768e91b9a500dfc0853b15f0d42eda800,26,359610000
74998297,0xd46fb677630a5ec9d12e896659fcc43dce3cbd6ecb2ebf4189903f3b17814af3,132,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,0x82019eec7b2108abd06e541f87ead79768e91b9a500dfc0853b15f0d42eda800,28,189610000
74998354,0x7c88a5deeb78d68ecb9ac67b7e29acb71cced58d7b893e5fbe60230c0ce5a76a,986,0xebc0df15e665da95bf819105b723ae90042ffa41,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,15,825000000
74998365,0x9ee5741a4ba23485ca990c61cca9d7c15d23a3357570170e1a4e525a64741b24,882,0xebc0df15e665da95bf819105b723ae90042ffa41,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,223,60008500
74998371,0xabf2e56fe925eeaa34760b1f6eb35d02132c4c17e832322feb0f15a576e94bc3,913,0xebc0df15e665da95bf819105b723ae90042ffa41,0xd2c3fa51f46c7bc9c3c9d6af3228a025d384ebebfa7080d62c425ea885d01600,524287,71000000
74998378,0xcb8644f7901ed828e980bc17231a7f472fec229281818021a4aee9cbf610a1ba,1076,0xebc0df15e665da95bf819105b723ae90042ffa41,0x469e0568af391cf4079fa0c487da4c2817bb5446b457b67439a33de3b841fe00,511,35000000
74998379,0xb27996bd21b8bdb9a45cc3e0e08c19a4ad4e44f3d696e04c22c236e4b600d471,413,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,50000000
74998388,0xaf1a2aadf7c17ed269901d45052770ead513dc99f475d08e2c93ea4cb3892a17,1156,0xebc0df15e665da95bf819105b723ae90042ffa41,0x7224809d383ae72bc56099e3259c59b514fa22f1381de93c939ab11b0ad2f300,63,26000000
74998397,0x092453cac7325c9c2efb2e05340724436082c70d50f9cf02ad7fadf1d77c4d37,391,0xebc0df15e665da95bf819105b723ae90042ffa41,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,127,64013000
74998404,0xa51d826989d1bf3034a11bbf6a0e38be1259dd9ea399296d50cb445ce346db05,448,0xebc0df15e665da95bf819105b723ae90042ffa41,0xa69729ae3d9838ec5754e0f74bf57dedd5ddbecd9e31b15a04f48f081168ba00,511,25000000
74998414,0xb79f13fa98d4f5ea9f137c138d3d4999b05d0e67288a7a3f761b428b78dd2631,297,0xebc0df15e665da95bf819105b723ae90042ffa41,0x89c17860246d75b833836f5ef923d9599ee16932b593bee05a9b175d4c1e5200,4095,25000000
74998420,0xf95de294f3b52e8014b820fdc6b8b68254a29d4c388f8e221d485e65267b6d5d,637,0xebc0df15e665da95bf819105b723ae90042ffa41,0xe156e2bf5ed9660225915ea33eb3720a8e4d0519408701509500eb8efe16a300,131071,13650666
74998426,0x2b26da7fbec33733120a5b6660d1031ccf7aa2bc5c6e28a9e97d38d61c083cb5,511,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x999d64cc537160237a6b828e03c3862d017f09794e6270e8d0d6485b34703700,7,94709874
74998427,0xa6e1738689999a3f740d5099c7fa933e194dd959b7cffb7ee3b0ab969537e8af,1173,0xebc0df15e665da95bf819105b723ae90042ffa41,0x4824c27d08162327194c01c5083a2b642704cfa5b9cdd95ea5d0d781bb981500,7,15000000
74998433,0xc97a27c40744352bd0a2589de74596c9b01459685ea3db3184a23b6311e62f69,310,0xebc0df15e665da95bf819105b723ae90042ffa41,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,59991500
74998441,0xbe84d90f3c78158ca4190acaed6ea17b3acf1adce38e75580f945c5365a20baf,1620,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,229320000
74998442,0xf1a314e90d909b044322e67c2f8c2a0757ff4a753470152107ac195c1a7717fa,396,0xebc0df15e665da95bf819105b723ae90042ffa41,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,25000000
74998449,0xbbb8d4acf2e7902b7b9ab6df0c265aad1abbda98858648643f8143795656e683,594,0xebc0df15e665da95bf819105b723ae90042ffa41,0x154aa7d4f4e5e7dee1604ca6f88c0964a5f0e7f13ec9ffd896b9e12a47a26d00,127,75231853
74998461,0x6a5a1086e9e6f87b556e64f1ad38669c17f7e139f377ac106d2d8065791e4ffc,309,0xebc0df15e665da95bf819105b723ae90042ffa41,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,126,26744880
74998470,0x67003826ae0a678aad4ec533ca3dcce9e55dfbea2d9e13f46d54be2dd883f140,312,0xebc0df15e665da95bf819105b723ae90042ffa41,0x0988e77ed51d8e78f5a210eeb5b18cdb04fe71132ebda6d4217229b0a1742a00,127,20000000
74998482,0x150497f5b8cc97823e43db2d141b684a3e04b3064940162bfcb4a5ad66d71308,844,0xebc0df15e665da95bf819105b723ae90042ffa41,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,5,370240
74998489,0xd6c8cecdcac0e90a09f6e5c1f45c6f447fc3e010df4a1032cdbb2887d543f48e,428,0xebc0df15e665da95bf819105b723ae90042ffa41,0x301383f0d801d8e1fd0377f443137c7f2485fb0ac855f71965d637fee1594700,31,15000000
74998600,0x57149fdbb06010ca3e16d04ec559f93ecfb03c049c1b893badac166d75b50809,1162,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x40a82019d6137f329d0c0c994a3588b6439e98a1b4ff69ba9c9b1a83db2b9000,15,725000000
74998607,0xed29f037a41abbea2524da6c5c5b865e6548f30a8cb23fe79cbb9be6458138e8,1105,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,223,60026073
74998612,0xc3ddb6d44fec6928776d51d97f0a3b60554239b8dd57aa4bd11dfd909a75035e,546,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0xf97582f8cb131d8b67b30366a55bbb970dfd22a317e38a4af7cfb9cb6532e300,8369599,30017419
74998622,0x21c1aa98d213d481ae439e3c37d9d821916109fb2a0c2209af3d31d09a18d6f1,536,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x0988e77ed51d8e78f5a210eeb5b18cdb04fe71132ebda6d4217229b0a1742a00,127,60000000
74998628,0x038a3f70ffff82fffdbaf4210850c7c3a12ce811f13cb8a98a9c02bf480b190f,224,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x50096938b79cfb53a22f83ef28dac0360c0578d90ab42f137e35ecb2cafce300,127,46521738
74998660,0xc49f1c3c8df49f6bb4e47ceb72583a3d9067983535cad96ba4507501d737595c,391,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,39973927
74998667,0xfe6224377846328b92c287fac1d2cd23213197261e8a4c8305d07ef036662147,997,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x469e0568af391cf4079fa0c487da4c2817bb5446b457b67439a33de3b841fe00,511,35000000
74998673,0x8288d9854ed865a696c9f0760d978a8b082d8d916a1faa646efe161d6fdb6ee1,493,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x67a080c91f765bae0e1956af3c65abba5ad4ae44c9e09c6a8d4de99ac038a100,31,20000000
74998678,0x068b9de41d01b5ecb5ab44263cbc08d5903ebaee18d1e63ee77fed1d573f5b22,334,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x434cf81beddf3da13c91aa9bf0a78072b5ac1112481a453c95b6a5cc1778b400,62,40000000
74998689,0xe735b3d7dd6b45bfa711f26389bc05c3352dab98cf98d1c46ee9151b314f227c,287,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0x154aa7d4f4e5e7dee1604ca6f88c0964a5f0e7f13ec9ffd896b9e12a47a26d00,126,84662051
74998699,0xa3a6e36b4589dae6b676a8b29368d6036041f9e3cf244373aef8619f0f722acd,324,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0xf97582f8cb131d8b67b30366a55bbb970dfd22a317e38a4af7cfb9cb6532e300,8368575,51123581
74998708,0x5a1f038e15917fb9fc655b60ed3888b6ac9a4dc01e1de9b51c898b39d02dab69,366,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,15,25005000
74998715,0xb530ba1723d7b802f40cb4119841bf63ae3a9e065f8f4fbb984ac8d0cc22be92,438,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0xc8f80ae8e6e986ec49fb1c7183606ad487f329392b12be77845a7f54d0879200,549755813887,30000000
74998729,0xedbc6424c33c669ee9dd33ed411dd5573713b4fe4dfba8b92b3c4d000c0ea142,794,0x4825c873a8c890bdaff00d253a23e8e09eb95ec5,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,1,6000000000
74998731,0x50307886f45fa5060a97f980a6aba397dd28445b9d15d2aed857b7c42b205f56,931,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x23d904292eda12e1af549f115530f20357d055c43b1f349e669efe43d3c3e300,6,74074073
74998731,0x50307886f45fa5060a97f980a6aba397dd28445b9d15d2aed857b7c42b205f56,940,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0xc0519374f3bab912cf21f8bdf511657c5db230062a3550eebe85f5eb93217700,5,43922009
74998731,0x50307886f45fa5060a97f980a6aba397dd28445b9d15d2aed857b7c42b205f56,949,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x6a2eeddfe94cdb72bb5b9584604ebab0746242af1cdeff15a4fe1a0dedd9b000,6,4000000
74998731,0x50307886f45fa5060a97f980a6aba397dd28445b9d15d2aed857b7c42b205f56,958,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x3851180574abf8fd3cbd2daa0528575a689924eb185a0444a57137c801d86d00,6,105925417
74998731,0x50307886f45fa5060a97f980a6aba397dd28445b9d15d2aed857b7c42b205f56,967,0xb13d096b2e90411d0e5f42891d2e73ef4cea2e90,0x14f9c6093651bd837c538eda0f0d1f239ef5d944e4ceb484684a78db217b3500,5,28330000
74998737,0xf8672bc81fc0d59c5adcbf8a02a833867aafcf9d56014b2a4906f5fa498f7e22,450,0x4df7da721042bf8b75bd1cb7acbeb7f83aaf522d,0xe156e2bf5ed9660225915ea33eb3720a8e4d0519408701509500eb8efe16a300,131071,20000000
74998739,0x8e9f7a52dc1f2adbddecaaff0bdbf2b526899339b47d4c01a926c6356488a782,717,0x9703676286b93c2eca71ca96e8757104519a69c2,0x39d9b882cb76bcce091beedc53a9aa4e6d5f2d2ba2204c00b8a54ec3d5dae700,8392704,400650714
74998811,0xa567b21dc3082075997330665443f7fb19e55d2f1978bc8b9371814f0179dddc,462,0x21064fd320bfd5a86f8c92a94d3209edf4154dea,0x1a401e1731ec809615245110fe930a10c766d2a93b6dc6ea7843b122f019ea00,1,300000000
74998815,0xbd573cb1222262eb66c5575cd07fd1267cada77ec85233773763fe23f3b23ef1,1275,0x6a72dfe9e6c4cdb3c7ce3bc2b20a67788c66f81d,0x07a6d1e91364e2625ad1f12fe8360e2cb3dcc995cddc7f277e6622cd804e5c00,95,200000000
74998887,0x170aaec5e4c1737b59559ddc26bae75819ab4d9d5dfcff282c42d5134cc376aa,806,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x8fb12001d2c2a5c30b880f32a0bfdb457ee7a4c9426af74d7f196d19d95cb300,1048575,43000000
74998930,0xa3e2731c69d6222f9af990831651c267289200c390655f1ae3b79983fa2daae4,319,0xcd91a549956854fdc38efad7e80ff5da8f5432b8,0x8fb12001d2c2a5c30b880f32a0bfdb457ee7a4c9426af74d7f196d19d95cb300,1015807,43000000
74999294,0x843ad9b8bb71abb302aacf9e79db0da859e983acde2e1644b6b52b3085267189,392,0x51373c6b56e4a38bf97c301efbff840fc8451556,0xd2c3fa51f46c7bc9c3c9d6af3228a025d384ebebfa7080d62c425ea885d01600,8192,109785006
74999294,0x843ad9b8bb71abb302aacf9e79db0da859e983acde2e1644b6b52b3085267189,487,0x51373c6b56e4a38bf97c301efbff840fc8451556,0x7971728ccf4866d610621f7b8af18b78c1649e6f2c28ce2073d54af61be42600,2,184330552
74999294,0x843ad9b8bb71abb302aacf9e79db0da859e983acde2e1644b6b52b3085267189,501,0x51373c6b56e4a38bf97c301efbff840fc8451556,0x85d7c9f6da343d5a539c59944f98ba6876fb01c699e4c788ab8c7454f51d1c00,2,353567342
74999294,0x843ad9b8bb71abb302aacf9e79db0da859e983acde2e1644b6b52b3085267189,578,0x51373c6b56e4a38bf97c301efbff840fc8451556,0xd17b6435b7742ac0e437489f4c6d43e84714aa92863085e0550e21e604383b00,128,378106863
74999294,0x843ad9b8bb71abb302aacf9e79db0da859e983acde2e1644b6b52b3085267189,637,0x51373c6b56e4a38bf97c301efbff840fc8451556,0x289dc66d9938b32cb340a630d13de0a91e3e04e0dc62a219a26a16e6f9cc2600,16,252983052
74999366,0x5b33a7f38687036b85d922e158a83eb90cef46d35fb56ee1a5c5c4550ebe3f32,422,0x55173bc7f6e52f45ec05fd14fbc6f34e81b6e334,0x7a02abdd212e54db130ebe5bed436ec233a53f332e6d21a4cb8e7db89c6dbe00,17655,384000000
74999388,0x1d7f5011f0dcc11e0fb4c5ae4a5befe07cb1b4ea5e642167e464219935423fd5,432,0x16f027dbaec0e4884ed8ea79567914f8f7e4a28d,0xd3fbb21672c1d66adb1cd1afdb8b36922eb77b3921230b63cb0a009a59871000,768,60000000
74999569,0xc8784f72c2593c210b596cb8c16bd7ed530fe5a32f9bce03468e6ec74a2905ae,239,0x490f66ea703fc8fae19fd231c9921e3f4c0c17e5,0x289dc66d9938b32cb340a630d13de0a91e3e04e0dc62a219a26a16e6f9cc2600,703,1052000000
74999671,0x06b3549d1c49d6f8e718882ae029943f4a9283844256222c175c7e1a31917924,1016,0xb48b9192dc52eed724fa58c66fa8926d06a3648e,0x9447fbfbd7505235a2799839cad058d3b2e89158a88d79a765b3d259140b5900,12,71034428
74999925,0x4da0506d551c679b80291012e1ec44457c6a78dce9085da3892303f2b265411e,403,0x8970b56535153baadee991ca25a178ac085636b5,0x82019eec7b2108abd06e541f87ead79768e91b9a500dfc0853b15f0d42eda800,31,102560000
74999953,0x0422a98e7c8dd20785b9fc66cf2e1e9e63ebda03c6c5377b77fe3985a3b2c03d,1270,0x7740253843b20007a4c99c3766878351002acbcd,0xa5e70ee6c9d6afd5f88c1c8281a64d659233bf4588785142e5ae07e1dd970600,12,13620000
74999969,0x7b7f452946928c38386bc52177632e0322c215c5d08d3f10ee917598329adb64,285,0xa61ef8773ec2e821962306ca87d4b57e39ff0abd,0x85d7c9f6da343d5a539c59944f98ba6876fb01c699e4c788ab8c7454f51d1c00,2,1017095251
74999998,0x77fd05fd28d7207494120708349b6b1d39ee5ce2a5505895ce1cf649d00ac0e6,445,0x21064fd320bfd5a86f8c92a94d3209edf4154dea,0x9205006e6b7c286d0fb338bb9b94302f8db65f5b68abb54cc5396a2ed8453000,128,400000000
