block_number,tx_hash,log_index,conditionId,oracle,questionId,outcomeSlotCount,payoutNumerators
74990008,0x5682d77e96116fc98d00a0b446e4863262450e51bcd4675a15aab1217780e717,34,0xab2dbffb826d187f977be675d954a12138c2a4153f47b485a8ebc30c12dc0dca,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xfec67d4889a48a9dfa16a7b49629f52fc0675fff7f4fe246512f3ab710a2371a,2,"[0, 1]"
74990408,0xa8d45add1bb2f207330ff84d024baecf097e39d0948b63c351052dbe22b8e9d3,520,0x1a266a78db5dd12ce43f2bd52b912216268e12853298b8675f0d87641d70e6df,0x58e1745bedda7312c4cddb72618923da1b90efde,0x7fdc8ea3f218d4d2d7f57861efdeddde8419c832da2991263d9c08b321204ee3,2,"[0, 1]"
74990409,0x671982873b833aec166c24a93237de6e82997c358ee3827b72825b4de66615dd,1435,0x485ae109aa8fc7d991bfb7060d434cd136c9eb47aa5a313d73d979f6eae79a7d,0x58e1745bedda7312c4cddb72618923da1b90efde,0x0139131b5fc057b35648d305e66108fb450a137a8298a4e50669f58cee9d8eb2,2,"[0, 1]"
74990426,0xec83872c94b0425d42ec82e23d637e98e73f45e0906e947a01c267f9d363a221,4,0x8ea9c9bec55217b204d4bd8ccea4664b04d883793c669b2c5a3594c638b9b4c9,0x6a9d222616c90fca5754cd1333cfd9b7fb6a4f74,0xcb877250c42f4c2d2fb1cf063d2fe35a402413134b5a7d71e6c8e36419891c66,2,"[1, 0]"
74990831,0xb10bf2eda2ba5dad187499942a9a7041d0bc25dde7375c23118a8d73696d9a35,980,0xe15b0b1ff41dd1c500af2e4256b90c1c1412787db255807a23c65a9d08042eba,0x58e1745bedda7312c4cddb72618923da1b90efde,0x7033b8416412bc935e6113b0e3347fcf5881bacf11e7232478005efba8d3a611,2,"[0, 1]"
74990837,0x8450132a444e6da07d0bd83ffd4eb3eca9a7e1216cc4dc6e75a5768149968b4d,543,0x303c17ca124faff4406c2b657a3050241a5b0e7a11f48f3c16688dfca4329fb4,0x58e1745bedda7312c4cddb72618923da1b90efde,0x6fdc4f340f4a7916537c0813023edc4f456851862c196c27874eb81b3b1abb1b,2,"[0, 1]"
74990841,0x7f9774f9e520086ef5d4437564358d3e4d7a5ce4555d7472b9bf7ee0da88c0ff,7,0x080eea7aec02fe48e6d0c3c07b28601c9cb7da65aba2e67df9d240b0c766161d,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0x907451b7aff6be3d61689265614fbc5deea250913ab6390d01797e52fc419086,2,"[0, 1]"
74990841,0x8c4d09bf389399750a9906c6623fc305681c6b20178c7ab76067b18344bc5413,12,0x183cd95c40c5d41c7daa96ae977280a2256635a4ff44bd76b8eabf033c95e29c,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xee83379d15db85aca79cfbc1e9e4d7933e97af7f5eb3d57a3e3edde4f4b1c63f,2,"[0, 1]"
74990867,0x178902cd36f29593219d9eaecb146e382ce0feab4126e3a49b51db97167599b6,33,0xb40e3f64de5f197f0cbf99ec099fefc4264160f338ba1816d335584b9ca48224,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0x191aea36a8166c8ebc398d4e311d47b0ba564ca605b85faab7da3432871e173e,2,"[0, 1]"
74990868,0x9415f1347c01c6efdf86b8445b960edbd3eb58d73fb468b1bf3e2f7b99e9fe15,5,0xbad788e4b8edfe9be7e7d5a02225b657bd60bb9dac8c4b66da3a131024c2eb46,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xd1ef418440f6e318063ee7ffba2d137feba209806c409761dae7275e9d2ba925,2,"[0, 1]"
74991254,0xe085431b0f999d47c58d7aa2b4069a58f848730fe4010d57eb0ca938a476d5be,553,0x6e1f9aaed35b00237cbb504941c25df4330e89f8792344477dad231536c3af95,0x58e1745bedda7312c4cddb72618923da1b90efde,0xe3fe062bed57489c698cc55500ca5d7fbee76ea80f7c2884d134d47f2287aaad,2,"[1, 0]"
74991255,0xb4518e3731f58be8616b1adf5e6d43cf5edb167587890d8462150f96c7002060,397,0x6caa24ef0f825d53fc29394adfd915d0b6a6be7f694e730c6c9a64a040afd331,0x58e1745bedda7312c4cddb72618923da1b90efde,0xa98136636a429fc6507302c089020f9f2caeae4d543028bedbcc297c3d943e76,2,"[1, 0]"
74991676,0xd1982129995a721e1d5beb35492f357f7c3ae37a2c277fabc36c13f14a4f5163,512,0x51bbed0347661d079f9de8dbd096b1bdbe15be8b420c67c522ca6ff6a8e09641,0x58e1745bedda7312c4cddb72618923da1b90efde,0x19b33bfa4ad262b7961b532746e1062e443a21dc3e516d268444c15a520c0a6a,2,"[1, 0]"
74991680,0x538c52ef18ab99ad013cfba7752a6268a630cc80f4fb85b4cfede4721489c28a,1160,0x9b5a8e0815ff08b0d6c0dcba24f4ca3f03ce8b2266b624437279f05588fc0ce8,0x58e1745bedda7312c4cddb72618923da1b90efde,0xbe6619d48f623a3b2be20d907750b7427051754e5167d436addf3fd46358cb77,2,"[0, 1]"
74992116,0x6079fb5207114431c61460e5a62ff48ecac57ada7584b394e0abf96870ccca7c,772,0xfd77498cd4284748efd01f6e54c735d4fda1bb6ec902c2372be59e5962cd989c,0x58e1745bedda7312c4cddb72618923da1b90efde,0x0d8b9a7234cf6efdbdf7c3534068e35e224cd791ad9fd7f3f1abab9d2280334a,2,"[0, 1]"
74992116,0xb9252ab397c52a12e4b473525574b5a3113c572a8ab0a4a747e1eb51bc8d3ddd,775,0x1b7bcfdff7d837d50a1f4735866f61a2c80d374e462e7505e18ea559dca2d72e,0x58e1745bedda7312c4cddb72618923da1b90efde,0x5dda81a4a7603c64125c867275ca58b75764260b5d586cdac2174038b16e47b6,2,"[0, 1]"
74992525,0x50114f608cebed6f97fb523b26db3e5230bfd28fd34bd17a3896809d6933c605,782,0x2f2ed915b4fa99101c4a6d5d4bfa9d561a1603fdb009725ff0abcdeac77e5857,0x58e1745bedda7312c4cddb72618923da1b90efde,0x62fd7ac76f148e939fd0195b781b7b723fd5571fb1158af950e46eb9ef5de4c7,2,"[1, 0]"
74992526,0x18a153fd4a94befa34b8402535c677302133e46130b713fd71bb977b17ec922b,696,0x68577fdbe7df5b90aca70badcc64631aafcbc8c05c01e9b8988f144f2e3f86d5,0x58e1745bedda7312c4cddb72618923da1b90efde,0x64ac76a54353151bee435f2afb3396db0f5f33ec3090ea3538dd3833d416131c,2,"[1, 0]"
74992531,0x7bd87726cef0aba586bb01618a601d5b38e59ff3856c88daa1976ad7d56ccbb7,2,0xf668b1c8e01f8cc93fa0e7c5ba2e4b1d5e2b30749e5796a3a8b308412a54e3de,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xb4deb779465c788ae9d08e5f1fdaf48a25b5db9dce3d70feae556836ea47fe38,2,"[0, 1]"
74992532,0x1e20d2d224dbdbdcbad90755d1d13b66d51fc33d34ad5f95f2bc8b3315e29e60,6,0x6f0b4d1460bc5c4c4cc0a963275df2a9974bda8fe650f784ce74c4a42070c64e,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0x5b063725da55349158897a2f8605369349e586180118573cdb543b3cd8deee88,2,"[0, 1]"
74992560,0x73972c0eaff93268f6e1b9534e209bb1eb2282906752fc8cd4e8e3a21fc36d8c,34,0x54eea1eca602d7e38833156b0487419567ae205910a0371708f414f846c5984e,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xb214cd8a0e7ebba63e21d85a119864888c9bf7c44433d4bbc38416bfe5ad7532,2,"[0, 1]"
74992561,0x30cb945869a389fdfad26714c559286f3a6794f02b2fd749e39a7bca3ae308d6,2,0xea7fd8b8f32e60b576cf0523c98030008b27b889dc6696e665e39a4a8f1a2f52,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0x38fdbf8295aa2d86fa4825631d7bf80892b2efe36ffe3290cbaf07c77023adb0,2,"[0, 1]"
74992726,0x02d887019fc7f9bdfc6107def16047b4a766bb8c1caf461a15b99f5ebf2ab01e,7,0xec90e8481cf64b3ca1bf6c93b3f6dc8635b7e5fb192a073d8757fe97f0e9c789,0x157ce2d672854c848c9b79c49a8cc6cc89176a49,0xb86357ebfc71ee0322e4569a63981da69bbd6d3833f21a1ae3196e5f7f01003b,2,"[0, 1]"
74992949,0xafad0b23a1a8c93373a8efba36d28e97918c591715ecf382feff311104fdfa61,770,0x5ca7c8c2fb6462c15a59e19d87a5efd9dc317ef4ce331665bda8f7dd810c0ed6,0x58e1745bedda7312c4cddb72618923da1b90efde,0x5d2a65f599b5a8bb5b1bf13c565dc764820c533660b8bbe9477f26680c900c01,2,"[0, 1]"
74992949,0x1794ffe7a8d4bf83d9d89ceff47771cacebecf593b7e97b9d5850f088e854018,777,0xde33eaf2ea99cfc4a472fc8e7a6e316559fcb64defdfab14d9144948014a2456,0x58e1745bedda7312c4cddb72618923da1b90efde,0xd24ef4ea19a772c419324b39bdff735c1c0fb50ca0fa37153db7a90f6f6c10e4,2,"[0, 1]"
