block_number,tx_hash,log_index,exchange,orderHash,maker,taker,makerAssetId,takerAssetId,makerAmountFilled,takerAmountFilled,fee
74999050,0xb92be9fe0291d8f5c5f2fa657b1e7ea992980bcc1567e610162b4a5b5ffc4136,1048,CTFExchange,0x0cf75776e88eb506fc39b5437730e8566dcddc7a7a533b09a00195f459760d7d,0xa9a17207f78f18521868a51e94b763c3bd66c98a,0x000d257d2dc7616feaef4ae0f14600fdf50a758e,50619886345268251680827183109530226040393260254356722622284641975919224257268,0,101000000,97768000,0
74999050,0xb92be9fe0291d8f5c5f2fa657b1e7ea992980bcc1567e610162b4a5b5ffc4136,1056,CTFExchange,0x417dbd8f11baa55f363159dfb87f5317abea5f0e57ac2c1601628ce64a39f0f4,0x21ffd2b7a212a6f277ed3eca1a9f8efcbca90d71,0x000d257d2dc7616feaef4ae0f14600fdf50a758e,0,29762940832607806934314913893008556719411148293325132321706954252439865752507,5200000,200000000,0
74999050,0xb92be9fe0291d8f5c5f2fa657b1e7ea992980bcc1567e610162b4a5b5ffc4136,1058,CTFExchange,0xfd08169800068344be280abd056a7c3d6c9a2db2ef5733b2ba528b58d73847c0,0x000d257d2dc7616feaef4ae0f14600fdf50a758e,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,50619886345268251680827183109530226040393260254356722622284641975919224257268,528881390,545600000,0
74999050,0x40e38bd70f9c98986156566e7e27fa6061b9767ee8b0d200169f09e40d4e74ac,1070,CTFExchange,0x5e09e60e4c7bed4d2e5e09e1ff9d78270e53dca4b9317fa2f94944ce3599e4d0,0xa3daab18a36ca9915f6544f42766694e771f3d6a,0x4c66e891ae4bb54cd83b0849cd7e8bfee97ac7b4,0,46779277213599126230120558346857483305790254031083044485517146560119899542406,50000,5000000,0
74999050,0x40e38bd70f9c98986156566e7e27fa6061b9767ee8b0d200169f09e40d4e74ac,1072,CTFExchange,0xb5d3b50e53a455e2deb009c6ade7a39628838937affea7978ec4c3f041f46a37,0x4c66e891ae4bb54cd83b0849cd7e8bfee97ac7b4,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,62055740682863142512173337338290591221935166579033473435319717410248279647733,4950000,5000000,0
74999051,0x35711cfb3f275b872855d381c823acf94a942423fec0a8cfe7b900af9fcaff12,341,CTFExchange,0x6f4a42c2c99f86bbc45b2b923c2bc7bfd75ec91be3f1a8bc98e39a19bdaa1187,0x15691449477aa15e72cdff51c7b6687b58bc4e0c,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,0,45268984206528684008656138445174696487413496817965370072225934538822928904287,222000000,300000000,0
74999051,0x35711cfb3f275b872855d381c823acf94a942423fec0a8cfe7b900af9fcaff12,343,CTFExchange,0x6042663779010a91bce7439de84b7a98eee68aa46b6b8e85357b85c886e8c6d3,0x97e12cc7391a50e49042b44a2d4a0cef54c8017b,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0,113978805798102557265452348965535499887600425153284104746797977930434676866992,78000000,300000000,0
74999051,0xcb78c8b9c917f8f76ba4e6e920acfde73bc3fd5283a3c47f74a634deca510fec,350,CTFExchange,0xf6c14c9aa823852bd1eaee5d745cccf925a974a69db67f82ce634125126aa74d,0x35babd5d42a0d28341fe70e1714253ed370f9cdf,0x32526c1de010a670eed9a5fbddacccb551c17830,0,72213402545998769711123636766651921655153165755936317649722665600548281920234,1260000,2000000,0
74999051,0xcb78c8b9c917f8f76ba4e6e920acfde73bc3fd5283a3c47f74a634deca510fec,352,CTFExchange,0x39fa4e9249c6748426cee5d80e5d5aebcc000aea96baf4f25e76a9d053e14776,0x32526c1de010a670eed9a5fbddacccb551c17830,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,72213402545998769711123636766651921655153165755936317649722665600548281920234,0,2000000,1260000,0
74999051,0x98257d9183508e5ec59f7e75494b0236236f000b650b49030649277d5b18bd38,359,CTFExchange,0xf6c14c9aa823852bd1eaee5d745cccf925a974a69db67f82ce634125126aa74d,0x35babd5d42a0d28341fe70e1714253ed370f9cdf,0xf2fd22084c260a01adeefb1e23921333b00a4ec0,0,72213402545998769711123636766651921655153165755936317649722665600548281920234,5040000,8000000,0
