block_number,tx_hash,log_index,operator,from,to,ids,values
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,292,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[5670000, 5670000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,294,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[5670000, 5670000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,306,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[10000000, 10000000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,308,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[10000000, 10000000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,320,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[10000000, 10000000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,322,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[10000000, 10000000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,334,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[43330000, 43330000]"
74999148,0x855f6ede1ea0142e97962b4e46d9cf8c1c7554e4a1532b00776061ebd2ece886,336,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[16257163259576555062015168815011255430890229706441761275924540047902938954088, 38716074859195853910890965396330376442340289122880031466853129827147319808890]","[43330000, 43330000]"
74999149,0x3ab1e918c82f75b0425c87090b9db89af5c56dfb23ac759ecadc94cd41de3b1a,283,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[1734217879928762188541375569953290935137506095292491623558838721523837378741, 82883502734252268215680868829632089080735195869708822790474147271146789199637]","[4839500, 4839500]"
74999149,0x3ab1e918c82f75b0425c87090b9db89af5c56dfb23ac759ecadc94cd41de3b1a,285,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[1734217879928762188541375569953290935137506095292491623558838721523837378741, 82883502734252268215680868829632089080735195869708822790474147271146789199637]","[4839500, 4839500]"
74999150,0xb11ba13602933d11463efe133371033a8ea921aa9c668ba9adf49ef9099beec6,369,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[30905908239733245520392340453321123988404577261006762015926171513250944838497, 19223821067995539689725238131327965978908673437052003090940519612544241365415]","[5000000, 5000000]"
74999150,0xb11ba13602933d11463efe133371033a8ea921aa9c668ba9adf49ef9099beec6,377,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[30905908239733245520392340453321123988404577261006762015926171513250944838497, 19223821067995539689725238131327965978908673437052003090940519612544241365415]","[4803920, 4803920]"
74999150,0xe0bd2b2b3570b0baac46c05243cd14948f97c4422f18df9df77d1e46bc62a41e,395,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[57285233975263162750859603073928757778943283775598345914194908223895870243694, 93368396819453758642665928607787321434593819475770446447059263851767790587585]","[22000000, 22000000]"
74999150,0xe0bd2b2b3570b0baac46c05243cd14948f97c4422f18df9df77d1e46bc62a41e,397,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[57285233975263162750859603073928757778943283775598345914194908223895870243694, 93368396819453758642665928607787321434593819475770446447059263851767790587585]","[22000000, 22000000]"
74999150,0x94c0bffcac337cf44bd7186cbcc8054e18fe010957521685ae5537042aad55d5,415,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[57285233975263162750859603073928757778943283775598345914194908223895870243694, 93368396819453758642665928607787321434593819475770446447059263851767790587585]","[478000000, 478000000]"
74999150,0x94c0bffcac337cf44bd7186cbcc8054e18fe010957521685ae5537042aad55d5,417,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[57285233975263162750859603073928757778943283775598345914194908223895870243694, 93368396819453758642665928607787321434593819475770446447059263851767790587585]","[478000000, 478000000]"
74999150,0xcd5629e4dfe93fe51346112dc43341a393721142a510b722cd0cee33aca8c6d6,427,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,"[7414254496880654142433641235481613457019176292652218872387350450397926575773, 87944298898969770041465649708125391433554072322858324214188604628689591356314]","[8270000, 8270000]"
74999150,0x9aabbd894b705f729ffd45ba0a0f738244b29e8720bd493f2803037cb522a91a,442,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[5000000, 5000000]"
74999151,0xddff403b508b0feb26e2849cc28e3c2b88c4ff216edd95d24a416d9078710229,317,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[295000000, 295000000]"
74999151,0xa0ce421af89ec084ca5abad87f2ab9f7306192e6cd40485dc49b43bbef174656,331,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[9790000, 9790000]"
74999151,0xa0ce421af89ec084ca5abad87f2ab9f7306192e6cd40485dc49b43bbef174656,339,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[15000000, 15000000]"
74999151,0xa0ce421af89ec084ca5abad87f2ab9f7306192e6cd40485dc49b43bbef174656,347,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[15210000, 15210000]"
74999151,0xc08b56ab463e21fbc8de99cf8ad6ec4adaf5b2f03a6db693d34981f98679988e,363,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46685345893884415773039836192245313503885999822522989522201052381949274399151, 73818329683676406597262402030740465055390239315746623573657468414401015880216]","[10000000, 10000000]"
74999152,0x334bcf7079fb6e40a2a8b2bb96b05a4ec76a8527e17c9374cb8bdf23a275b287,774,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28360002151699623055565013075989894253381933274136307676832964245626934457321, 7008282006866458140866396355428125942634031295816028337087393500680287396704]","[500000000, 500000000]"
74999152,0xc90e73954956e54063fc4ad3b6da757470890cdae1b8d36739711a82c78f65be,797,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[92240906768443766851488781351177917315566135726809247127296916325410072522718, 15675189808415556206907778506303065640104519250698024646264817317992045079759]","[37037036, 37037036]"
74999153,0x05b6d6af176140ef93aaa3545ff7e0049e465e4ccd4ec1a3fada0831dd01a313,887,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[75000000, 75000000]"
74999155,0xdd4aa0262e4f77c3d8b65c73ab351188c949383200647b75b7b8339b7c5c889b,434,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[26480853477381663372262321107570757497934562472271926546030365141106489633458, 106025785525403404594211440528079093317196169946360380473720535394972897626152]","[1960783, 1960783]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,458,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[101000000, 101000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,466,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[5000000, 5000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,474,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[40000000, 40000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,482,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[40000000, 40000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,490,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[40000000, 40000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,498,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[5000000, 5000000]"
74999155,0xd6cc908e50e3520d21f80ab7006f8288b44ea86f7d1bec8ec1ba07aa5d58547f,506,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[38745760, 38745760]"
74999155,0x091e37f10503e229fc89c5e67dd2612fd524571ba9cfea90ea79068c2e861920,520,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[112483173598866317229836824249132056560800975513976935451520078215788900945353, 20985429954197569958698305130803370735196249847480391235068580072284758773693]","[300000000, 300000000]"
74999156,0xba95bb60218b4d51c826737b644f3049e0e5c7c2c7af295f21659f90fcb2aaad,418,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[112483173598866317229836824249132056560800975513976935451520078215788900945353, 20985429954197569958698305130803370735196249847480391235068580072284758773693]","[300000000, 300000000]"
74999156,0x5e43dd3e4096b575969098d25a0b50bc125d2c81ca2ae0d6674ecb1401a87d1f,441,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[100000000, 100000000]"
74999156,0x5e43dd3e4096b575969098d25a0b50bc125d2c81ca2ae0d6674ecb1401a87d1f,449,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[300000000, 300000000]"
74999156,0x5e43dd3e4096b575969098d25a0b50bc125d2c81ca2ae0d6674ecb1401a87d1f,457,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[200000000, 200000000]"
74999156,0x5e43dd3e4096b575969098d25a0b50bc125d2c81ca2ae0d6674ecb1401a87d1f,465,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[1461445782, 1461445782]"
74999158,0xe219f44b85dc9a2faee64deadd8f1c43c2448bec934a98253549f59f7a3246f7,258,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[91048372404731858336310732152924681608238998740462303024695614628343887415142, 24447180523174763440432912914715546440014906009489480345569323099606770796706]","[20833332, 20833332]"
74999163,0x7bc3c997aea09fd94d4c1fa490a8abe82191deba0695e025c9b8424a03e2293c,283,0xb563eb0184543459596fd1011d013b7451600115,0xb563eb0184543459596fd1011d013b7451600115,0x0000000000000000000000000000000000000000,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[120000000, 120000000]"
74999163,0xb1d5c75d1ac6c811f146f3ef858192214119f365c5eeaa0afb9a8dc06ec19bb0,306,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[85661021058873646195377712332122867958553061611723822370676493225281705892091, 113394013267613086122040719717891327335093907599574792763128815071803947330319]","[11106500, 11106500]"
74999163,0xb1d5c75d1ac6c811f146f3ef858192214119f365c5eeaa0afb9a8dc06ec19bb0,308,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[85661021058873646195377712332122867958553061611723822370676493225281705892091, 113394013267613086122040719717891327335093907599574792763128815071803947330319]","[11106500, 11106500]"
74999163,0xd14e3da19efcf14175f2111a98a026079b865a1462bb8aff54c6238352015019,322,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[10000000, 10000000]"
74999164,0x9149056b45d7e9de1bb9fbcba952e5f535c9a9bb09366d5a5288c465df54fc18,288,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[7657695835847791018689717113321675701059451635592929427241663379334511279097, 80799603971157925948546266586763914264918167522360436170405186522925820167842]","[136054420, 136054420]"
74999164,0x712c6eb51e5ccd49db408682f3fbce3f11f4e6b617bd248a1d5c40a3e83a6ef7,305,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[105530177965922417128309391803673838102468551967135507667572583004268224750136, 6909302643961361300770364272009444564641820010117471051332890367177502171867]","[50000000, 50000000]"
74999164,0x712c6eb51e5ccd49db408682f3fbce3f11f4e6b617bd248a1d5c40a3e83a6ef7,313,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[105530177965922417128309391803673838102468551967135507667572583004268224750136, 6909302643961361300770364272009444564641820010117471051332890367177502171867]","[90906922, 90906922]"
74999167,0xd58c1f794672ce1076494172669c9b295704aa3a934360e621ef5677b82c1503,367,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[5190000, 5190000]"
74999168,0x8232a3c2e08fafaed0b8263bb702d146666f75f8b6d4db7ce365d6971d25c3fe,1354,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[2967945572724001127832189436817934374045126682902483282296119624842246740689, 96983263663118340416450771809603843669221232976279165344280648436922250745142]","[24390242, 24390242]"
74999168,0xaec9958c284d08a056719f655e91712872a2897347765e9ec207afe652abec79,1364,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[3510000, 3510000]"
74999169,0x48946a338249c8a458ba396d874b11eb4d95f0e583acababa0c1a563a237bbd2,319,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x0000000000000000000000000000000000000000,"[72213402545998769711123636766651921655153165755936317649722665600548281920234, 64023853276447473910717802897235893846036426549936106277274450441829027818528]","[10000000, 10000000]"
74999169,0xda89209ec0b7791a52aa349db281bd3512913e0be62fad81b6596dbb9c81dcc0,329,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[5000000, 5000000]"
74999169,0x688c15ed2c6bac91426601f593fbf17c2a83080b927e4cc73cb6043d16ee96ee,343,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[1860000, 1860000]"
74999169,0x688c15ed2c6bac91426601f593fbf17c2a83080b927e4cc73cb6043d16ee96ee,351,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[25000000, 25000000]"
74999169,0x688c15ed2c6bac91426601f593fbf17c2a83080b927e4cc73cb6043d16ee96ee,359,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[29428196262075419757600111805731775434404120995509090022019597757372022375960, 58228643032123876625943903978878838117120329194145163132440352452822132855644]","[10000000, 10000000]"
74999169,0xb5a23f110ffca9f2fc6fca9f2c6e0c960fa7213468313c761ac672c74d1cd01b,382,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[8333332, 8333332]"
74999170,0xda06eac94314659b4d4ce14470fa0f8a26bd25951caac96f29285406ffb40885,1112,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[25000000, 25000000]"
74999170,0x94343255648cd1101aa2e700bf59d0a223797102045f91d9ea083b9365014cc9,1141,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[112483173598866317229836824249132056560800975513976935451520078215788900945353, 20985429954197569958698305130803370735196249847480391235068580072284758773693]","[392156861, 392156861]"
74999170,0x8a9aa44ee42d88bdc6b07806c98168a113c0468d4a94ffd24bcc4e55c6a7453b,1155,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[25000000, 25000000]"
74999170,0x8a9aa44ee42d88bdc6b07806c98168a113c0468d4a94ffd24bcc4e55c6a7453b,1163,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[257700, 257700]"
74999171,0x28dc7de53ed7ba54e54c21487758bf8fe736d618accab3632600e1a6f6969533,488,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[82198680602285454234229491485721912550414112566066391023359613699442390303779, 115033547562029025810665530771930870946216169670319199135746708134364489281144]","[5000000, 5000000]"
74999171,0x06a3b3beecbdd498f3af587416ebfca02fa1397f0c9e965bf522eaa832a2974e,505,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[25000000, 25000000]"
74999171,0x876a2497f03bb8863fa919c836aeec175a9de6de3e2c74deb48a61c17bce2b46,519,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[13808103696205984984053078272735136239665299049621963614822274440190639631398, 60749391258393176740970862062018964745628941282709358839906116064464123048580]","[21739129, 21739129]"
74999171,0xbcc380cf9a92c6ec3022fa3d5162fb40229ba024db210bb07c1f02f27e22f28a,555,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[15156250, 15156250]"
74999171,0x383c491542527ca77a94fc2c7d5673fe325bc1a009e6adb01a4b337d55e240e6,573,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[64116314635395229563991993414022447027925872477077305841312383651806763428789, 46853165455255512553282492219374076857067224404843932682843227161640838157992]","[115694000, 115694000]"
74999171,0x383c491542527ca77a94fc2c7d5673fe325bc1a009e6adb01a4b337d55e240e6,575,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[64116314635395229563991993414022447027925872477077305841312383651806763428789, 46853165455255512553282492219374076857067224404843932682843227161640838157992]","[115694000, 115694000]"
74999171,0xd2d24d5b9f2b255257d548cc52076975084241621bd47c4c7a8f6c5ea4f7e0b1,589,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[100000000, 100000000]"
