block_number,tx_hash,log_index,operator,from,to,ids,values
74999028,0xcc047ce8b035b69a63c96102ee7e55ae73f204b881db3a47b422b22638f6dc64,411,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[227000000, 227000000]"
74999029,0x3f6135dce7fef66aefd20901e18310285f62082104527b12e66d6dd32dedd07c,351,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x0000000000000000000000000000000000000000,"[60652137523181125168482146963718096562535021607381944009168391719481583056075, 28904563994230344358126139632761289592940428766951866808651602602082941677787]","[5800000, 5800000]"
74999029,0xcf7a6f796ccdd043d5b7b9b9246b93b867a8816a4e0efb746be74a6a760effce,367,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[31134972773400927087504631130235217322704386014834539225319815350595291490095, 17375977902602980546186068203051657256748744560119734156188353372995975931320]","[68000000, 68000000]"
74999029,0xcf7a6f796ccdd043d5b7b9b9246b93b867a8816a4e0efb746be74a6a760effce,369,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[31134972773400927087504631130235217322704386014834539225319815350595291490095, 17375977902602980546186068203051657256748744560119734156188353372995975931320]","[68000000, 68000000]"
74999029,0x6d317bc46ef3f33bbc001c66ae7fe34b3f375033567f41911b92e3484ed33424,383,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46685345893884415773039836192245313503885999822522989522201052381949274399151, 73818329683676406597262402030740465055390239315746623573657468414401015880216]","[5633800, 5633800]"
74999030,0x6676d633ca976b5476076022f32b57fcdf46511885d9479940483c9d9fcf0ebd,345,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[112778711498905740111836694859668469878085679408896707523036560909647257536854, 89360317996809432244128669429418024804274959892269320901363259707143930161483]","[6000000, 6000000]"
74999031,0xa92fdbc37a32718549393b306e8ba1e67647de6978b7b7607b396f1f14bc29f0,465,0xb563eb0184543459596fd1011d013b7451600115,0xb563eb0184543459596fd1011d013b7451600115,0x0000000000000000000000000000000000000000,"[60652137523181125168482146963718096562535021607381944009168391719481583056075, 28904563994230344358126139632761289592940428766951866808651602602082941677787]","[126129207, 126129207]"
74999031,0xe6131b47a6e88378605434942f025ef50d5324f19c48b3494074d5ddfbdf7d06,475,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[78079109845641367151494324629719289128490141024243348969677580023454960860119, 45054874719508043008435328249300392990230706337026375169639446812487388687614]","[5000000, 5000000]"
74999033,0xe717010a2c05fb33ec79d56ef4d755e626113e05bbf4834b11d7576f869e90da,326,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[112483173598866317229836824249132056560800975513976935451520078215788900945353, 20985429954197569958698305130803370735196249847480391235068580072284758773693]","[7000000, 7000000]"
74999033,0x5a35c6a5bf323e11da9580019711520f0f6048be2898950c3a2544177353a9f1,350,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[5849550173407989810627387334290532679753496148041433517407896394337946724347, 44550073055804689080671209291919140869682934612929484748399517510184934396574]","[151515150, 151515150]"
74999034,0x996adbd023ed89a4cd26a36d7d901588e09641ef73c04d51898cfa27d8a3920e,590,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[81454857558440023087487316541632570910318265249612159445040403478645150083459, 4712779042536426544858585386467058196753736280535354684359434126127619999816]","[100000000, 100000000]"
74999035,0x597e48882243b51cd179e3ec936ab5580d6b2226a78cfd8eda7a33c811c67a13,419,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[85661021058873646195377712332122867958553061611723822370676493225281705892091, 113394013267613086122040719717891327335093907599574792763128815071803947330319]","[12142833, 12142833]"
74999035,0x597e48882243b51cd179e3ec936ab5580d6b2226a78cfd8eda7a33c811c67a13,421,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[85661021058873646195377712332122867958553061611723822370676493225281705892091, 113394013267613086122040719717891327335093907599574792763128815071803947330319]","[12142833, 12142833]"
74999035,0xd0c88c500ff8bb8f050f1234be7a14126164b923a0830ef14c613bb9e94da246,439,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[16369233776286839096410076987654067790992362784790134743038257636828799617251, 18528354186556719528797924504676386007379760542678141089080929347204142450608]","[3333332, 3333332]"
74999035,0xd0c88c500ff8bb8f050f1234be7a14126164b923a0830ef14c613bb9e94da246,441,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[16369233776286839096410076987654067790992362784790134743038257636828799617251, 18528354186556719528797924504676386007379760542678141089080929347204142450608]","[3333332, 3333332]"
74999035,0x0048f93922e2d8f2377b5ca18106a92e9a65fe7ad2713a7344b4a0c899e1f86d,470,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[7540093497854243601919926652091085461821180180873907775938800009882181899952, 70563820503035954914969553681699038507348162233812615602041736992321305597283]","[3974000000, 3974000000]"
74999036,0xe18c4a30d1fbd40f408c6572a9b3205c3a10502a81155d42f9e9f492b257e198,312,0xb563eb0184543459596fd1011d013b7451600115,0xb563eb0184543459596fd1011d013b7451600115,0x0000000000000000000000000000000000000000,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[3000000, 3000000]"
74999036,0x109625449ea94674a44b1a155816a9f5487b632eaeca608064f0366925335fb6,322,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[13000000, 13000000]"
74999037,0xb57cc5e13eb5ed1a079152ef44fb6fd392ee901a1bc22981c6bbbdaf7c918fb6,471,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[4000000, 4000000]"
74999038,0x65ba1907dfd2a73c34680c81c1954edc7df23682a50c27deb61db49a515b7343,345,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x0000000000000000000000000000000000000000,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[212962274, 212962274]"
74999038,0xdb346fc233c7b6371dcbbc3e7b816c45a6560b9dd081bcb8354522fb294faaad,370,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[20236818655391895865346861879112965219916181330212927126587704554685383866623, 70264730259872874791597485315818035652151685247237477939503680440015729592867]","[6220000, 6220000]"
74999038,0xdb346fc233c7b6371dcbbc3e7b816c45a6560b9dd081bcb8354522fb294faaad,372,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[20236818655391895865346861879112965219916181330212927126587704554685383866623, 70264730259872874791597485315818035652151685247237477939503680440015729592867]","[6220000, 6220000]"
74999039,0xb245174b858cba5526efe979bc3fbb6e811036e2f9879c0322e0f434352cf322,515,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[4580724169480782089414212867618939430735567406920582608293744007576637315026, 11960171538605375084130442032532659785568196446710018066583981483380460489784]","[326086950, 326086950]"
74999040,0xe1795f331bc7fd6c7341875e5fe199dc3bfa444ef73fef8254926c4414994732,703,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[10000000, 10000000]"
74999041,0x47148c062a4d77d2a438c6e5db85fecb98e42243f98b21cbcd096c6ed9255a70,428,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,"[78906461313446214107148670123182741101658058975764956967485638568457725673467, 63312346068703034934850492400002850077110645154235374155782750787571829172533]","[2030000, 2030000]"
74999041,0x40ba2dc29deebfa7484626621e8b2e258ae8924f1593806a69c390ef89a465c6,452,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[40700000, 40700000]"
74999041,0xc6b61b0cbf7854b36a61026aefe1b8ef2518644f5dde8eab7b877a87f397216a,466,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[83894672511259544049673946661753374355328822374216474995072428966535091173758, 8707914811120105663689518186628328408870345063260656427346718386572494163989]","[5000000, 5000000]"
74999041,0xa2b579fbe0c37e984d4038c15b33c164749947b444d18acbf0062de5ddd0194f,480,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[40000000, 40000000]"
74999041,0xa2b579fbe0c37e984d4038c15b33c164749947b444d18acbf0062de5ddd0194f,488,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[2000000, 2000000]"
74999042,0x832646e096069fdaf48c963ae1547be3373d6001102dfa38e613d3efa9ef07e3,334,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[290000000, 290000000]"
74999042,0x832646e096069fdaf48c963ae1547be3373d6001102dfa38e613d3efa9ef07e3,342,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[2000000000, 2000000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,360,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[710000000, 710000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,362,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[710000000, 710000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,374,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[17000000, 17000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,376,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[17000000, 17000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,388,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[68000000, 68000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,390,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[68000000, 68000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,402,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[5000000, 5000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,404,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[5000000, 5000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,416,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[361000000, 361000000]"
74999042,0xb30ffa75f32f91f0d5fbaf24e4f7b97bc988efefc47bbf087b4f51977704b896,418,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[110686285190710257522208982820167601581887246072428316784373695338579610883144, 47716587703137655309338751587926593600190831047478693311598464590541645744785]","[361000000, 361000000]"
74999042,0x8a9328a92ee110c314117b38a6dc68e6834e788b6cd1e2bdcc6267e75b8a5c42,432,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[10000000, 10000000]"
74999043,0xd8c3629e769e4f0c33269576211d1c93d448a9fd418c83391579be07cf5d01af,288,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x3d2d66eb933cfa7aa7b9fc21e6614f080de99360,0x0000000000000000000000000000000000000000,"[73818329683676406597262402030740465055390239315746623573657468414401015880216, 46685345893884415773039836192245313503885999822522989522201052381949274399151]","[37000000, 37000000]"
74999043,0x3a1caec551d8a7794bfb5591df9cf472f15430a8b6c027d9cb2d7abeb2af9cc0,298,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[20000000, 20000000]"
74999043,0x3192241ce046c0b6928056d50e7a1174a318a8d5f7bf0881d4e95f48cd3ee1a1,312,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[20000000, 20000000]"
74999043,0x3192241ce046c0b6928056d50e7a1174a318a8d5f7bf0881d4e95f48cd3ee1a1,320,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[40000000, 40000000]"
74999043,0x3192241ce046c0b6928056d50e7a1174a318a8d5f7bf0881d4e95f48cd3ee1a1,328,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[40000000, 40000000]"
74999043,0x3192241ce046c0b6928056d50e7a1174a318a8d5f7bf0881d4e95f48cd3ee1a1,336,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[1250000, 1250000]"
74999044,0x53bb648773cb3e12e9b64c4a3d343a3d3094cf223f2ee3e3a23f455388b3211b,258,0xb563eb0184543459596fd1011d013b7451600115,0xb563eb0184543459596fd1011d013b7451600115,0x0000000000000000000000000000000000000000,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[233870793, 233870793]"
74999044,0x88b38a0704496eb111407aee6911654541b008c901801b5c2cbc895dd7a80767,272,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[247000000, 247000000]"
74999044,0x2e43d8cd43f4e23f15adaede300c20442ec1167eb7cdcc9e96026a8985353f94,290,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[74092303076817152307629254635420792101440804345299931429374440309476139620888, 105839930510491210120873799423968129832211722235598354750677021328961962991050]","[20618533, 20618533]"
74999044,0x2e43d8cd43f4e23f15adaede300c20442ec1167eb7cdcc9e96026a8985353f94,292,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[74092303076817152307629254635420792101440804345299931429374440309476139620888, 105839930510491210120873799423968129832211722235598354750677021328961962991050]","[20618533, 20618533]"
74999044,0xc3fb39bab21d32a9833cc2833ba4fc35de347606d5b1b769876cf68e81a16f3e,321,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[210000000, 210000000]"
74999045,0x8e2cf3aa16d5f481c47d173bf7909c62914db720a687dc5b630c0822559bad8c,335,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[28904563994230344358126139632761289592940428766951866808651602602082941677787, 60652137523181125168482146963718096562535021607381944009168391719481583056075]","[5369043, 5369043]"
74999045,0x68728f1e088ac83bef8546cc5e756ef8dd929397aa6914107fef972e5f691d89,358,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[500000000, 500000000]"
74999045,0x81f2f9ec531115a6a7d29c01ff5e8b9d2a5503e6d5480b8762fb6c00b725d387,372,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[300000000, 300000000]"
74999045,0x90a3061d30b267570b2bf3108c5d7ac90e27365d374f7ac6715f53d4429e5832,402,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[65099799689771950192947197369530952027539154512905299134475779821303464094910, 55964759269364458810434758181286059833834620200049923597126611852927790084990]","[1000000000, 1000000000]"
74999045,0x90a3061d30b267570b2bf3108c5d7ac90e27365d374f7ac6715f53d4429e5832,404,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[65099799689771950192947197369530952027539154512905299134475779821303464094910, 55964759269364458810434758181286059833834620200049923597126611852927790084990]","[1000000000, 1000000000]"
74999046,0xf2581e20ebc3b469e60cb7bc93a9d3a3ebc34468b19497e2fe80fade126ef2a6,490,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[62233432588555020731365687862512800927253420891962057324063699957347812336791, 107681399129615522089577858422943090185918858152431997194585035275824787544128]","[20000000, 20000000]"
74999046,0xf2581e20ebc3b469e60cb7bc93a9d3a3ebc34468b19497e2fe80fade126ef2a6,492,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[62233432588555020731365687862512800927253420891962057324063699957347812336791, 107681399129615522089577858422943090185918858152431997194585035275824787544128]","[20000000, 20000000]"
74999046,0x9529c9e0585355ff7d24270c915ca465e8d2753fd7c348f8a7c47c109f598a5e,515,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46779277213599126230120558346857483305790254031083044485517146560119899542406, 62055740682863142512173337338290591221935166579033473435319717410248279647733]","[141414100, 141414100]"
74999047,0xcb3f0cb68934051ea7724956baf130ab8ea9eb0712037d2f3ace3ebde283f1e9,319,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46685345893884415773039836192245313503885999822522989522201052381949274399151, 73818329683676406597262402030740465055390239315746623573657468414401015880216]","[7000000, 7000000]"
74999047,0xcb3f0cb68934051ea7724956baf130ab8ea9eb0712037d2f3ace3ebde283f1e9,327,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[46685345893884415773039836192245313503885999822522989522201052381949274399151, 73818329683676406597262402030740465055390239315746623573657468414401015880216]","[37000000, 37000000]"
74999047,0x683e4ec97c918e51db55607bf066c298fa0550623823aff4f732179768fc5f57,341,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[113978805798102557265452348965535499887600425153284104746797977930434676866992, 45268984206528684008656138445174696487413496817965370072225934538822928904287]","[300000000, 300000000]"
74999047,0xa0dc739a7ab83deee43667049ba1938e66c97c52e516d01d08f2b3ed847241a5,355,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[54737558260404525405572384430471789437147374222311043010492297174036867780816, 74251042998385759066740311324970287755356656259333096710320534391449216682383]","[5000000, 5000000]"
74999047,0xa0dc739a7ab83deee43667049ba1938e66c97c52e516d01d08f2b3ed847241a5,363,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,0x0000000000000000000000000000000000000000,0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e,"[54737558260404525405572384430471789437147374222311043010492297174036867780816, 74251042998385759066740311324970287755356656259333096710320534391449216682383]","[4918030, 4918030]"
74999048,0x7d83d9fa4478dd85ba0a39702c914ec9cebebe9879618cfe05ee417fe339e9a2,1086,0xb563eb0184543459596fd1011d013b7451600115,0xb563eb0184543459596fd1011d013b7451600115,0x0000000000000000000000000000000000000000,"[64023853276447473910717802897235893846036426549936106277274450441829027818528, 72213402545998769711123636766651921655153165755936317649722665600548281920234]","[10000000, 10000000]"
74999048,0x060763f4461a8d6d93e1f2a4f56fd43902d5f5f170aef6efe2dde7df20c587b5,1100,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0x0000000000000000000000000000000000000000,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,"[64116314635395229563991993414022447027925872477077305841312383651806763428789, 46853165455255512553282492219374076857067224404843932682843227161640838157992]","[55331833, 55331833]"
74999048,0x060763f4461a8d6d93e1f2a4f56fd43902d5f5f170aef6efe2dde7df20c587b5,1102,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xd91e80cf2e7be2e162c6513ced06f1dd0da35296,0xc5d563a36ae78145c45a50134d48a1215220f80a,"[64116314635395229563991993414022447027925872477077305841312383651806763428789, 46853165455255512553282492219374076857067224404843932682843227161640838157992]","[55331833, 55331833]"
