block_number,tx_hash,log_index,creator,fpmm,conditionalTokens,collateralToken,conditionIds,fee
15990486,0x2ff11b367d92466cb47eaf94c02562ae8c684a44e6b99d8cf80e3bf7b9ce85e3,25,0xef2e639bbdbbaf483cb8e9faae20b96534c740d3,0x4a9a8e1496de79d3ca1c62be9aa4e01b6a21498e,0x4d97dcd97ec945f40cf65f87097ace5ea0476045,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,['0x2614ca8185592ef8f6dbe1e053811fe6897d7e1ec84a18374a9f5711e256c1ed'],20000000000000000
